Id,Expected
6893-02-3;23,2
60168-88-9;1680,2
108-99-6;2453,2
149979-41-9;15,2
63-25-2;1629,2
68-96-2;1388,2
107534-96-3;1379,2
106-47-8;36,2
56-53-1;28,2
21725-46-2;3,2
128-04-1;1376,2
439687-69-1;1681,2
520-18-3;1852,2
344930-95-6;39,2
521-18-6;2447,2
10043-35-3;1384,2
58-18-4;1378,2
39515-41-8;26,2
103-29-7;1852,2
657-84-1;1852,2
96489-71-3;1378,2
1335-66-6;2,2
58-93-5;1387,2
131-18-0;34,2
1111-78-0;1375,2
469-61-4;1852,1
100-47-0;2452,2
87674-68-8;1614,2
161326-34-7;1623,2
22781-23-3;1375,2
4712-55-4;1848,2
41481-66-7;39,2
57754-85-5;1611,2
23184-66-9;25,1
7659-86-1;2,2
1007-28-9;26,2
314-40-9;37,2
123-01-3;24,2
87674-68-8;25,1
742693-38-5;27,2
101-05-3;23,2
123-42-2;1385,2
84-69-5;27,2
NOCAS_47333;1858,2
54-62-6;27,2
648917-13-9;1377,2
2772-45-4;2451,2
110-62-3;28,2
59669-26-0;6,2
25316-40-9;38,1
88-12-0;32,2
1698-60-8;1373,2
90-94-8;2451,2
52315-07-8;18,2
108-67-8;1387,2
3844-45-9;1378,2
115-28-6;33,2
1061517-62-1;2453,2
446-72-0;1686,2
117428-22-5;1388,2
599-64-4;1387,2
133-06-2;1624,2
17804-35-2;1611,2
83-79-4;2442,1
2687-96-9;25,1
98-54-4;1857,1
120068-37-3;1507,1
1120-01-0;1510,2
58-18-4;1373,2
123-25-1;1389,2
78-63-7;2452,2
2155-70-6;1691,1
59-87-0;1388,2
6317-18-6;1372,1
188489-07-8;1629,2
116714-46-6;1384,2
4376-18-5;1858,2
97-65-4;2,2
23184-66-9;10,2
59-67-6;32,2
654055-01-3;1509,2
120-71-8;1379,2
131-70-4;3,2
35575-96-3;1624,2
57-63-6;32,2
43222-48-6;1651,2
50594-66-6;1653,2
140-38-5;1856,2
521-18-6;2452,2
18127-01-0;2452,2
375-85-9;38,2
83-79-4;1688,2
460081-99-6;1510,2
57-13-6;2452,2
2425-06-1;1689,1
75-60-5;10,2
118-71-8;1384,2
66332-96-5;1634,2
7287-19-6;1627,2
599-64-4;2303,2
131860-33-8;21,2
91-64-5;1797,2
1861-40-1;2453,2
129453-61-8;35,2
95-94-3;1378,2
111-77-3;1852,2
76-87-9;12,2
86209-51-0;1629,2
5349-51-9;1373,2
173584-44-6;38,2
95-87-4;2,2
119-64-2;1850,2
123312-89-0;11,2
97-59-6;2453,2
66215-27-8;12,2
96-83-3;2,1
1322-17-4;2,2
NOCAS_47366;1688,2
86-30-6;1686,2
1134-23-2;1687,2
156052-68-5;1635,2
80844-07-1;1386,2
120-47-8;1850,2
59-40-5;2451,2
119446-68-3;6,2
28249-77-6;1641,2
300-76-5;1380,2
23184-66-9;1625,1
79-06-1;35,2
101200-48-0;1644,2
83-79-4;16,2
95-54-5;1509,2
17372-87-1;1855,2
107-92-6;32,2
53894-23-8;1852,2
107-98-2;34,2
7631-86-9;1507,2
527-60-6;1381,2
106-22-9;1850,2
36734-19-7;1614,2
112-80-1;1857,2
85-68-7;1374,2
98-01-1;29,2
838-85-7;1857,2
361377-29-9;1382,2
77-86-1;1856,2
66-27-3;1509,2
106-27-4;1852,2
51-79-6;2,2
556-61-6;1856,2
42509-80-8;2445,2
122836-35-5;1631,2
122-39-4;1617,1
106-87-6;1378,2
123-35-3;1380,2
2155-70-6;31,1
36673-16-2;26,2
4291-63-8;1377,2
128639-02-1;1634,2
118-71-8;27,2
2642-82-2;2451,2
80844-07-1;2,2
1303-11-3;38,2
54-11-5;32,2
39300-45-3;1508,1
100784-20-1;1647,2
68-96-2;1683,2
34014-18-1;1640,2
7758-19-2;1377,2
57-13-6;24,2
68157-60-8;1648,1
35256-85-0;2445,2
NOCAS_48516;29,2
584-13-4;1855,2
107-21-1;1375,2
208465-21-8;1611,2
106-49-0;1852,2
116-06-3;1640,2
57-30-7;27,2
291305-06-1;1852,1
128639-02-1;4,2
79622-59-6;27,2
142-16-5;1856,2
6923-22-4;11,2
69-65-8;26,2
94-74-6;1650,2
58-89-9;1616,2
4098-71-9;1856,1
122-62-3;1376,2
121-73-3;2451,2
149979-41-9;31,2
122931-48-0;28,2
834-28-6;2,2
81777-89-1;1686,2
120-95-6;1377,2
111-30-8;36,2
2593-15-9;1680,2
136042-19-8;1379,2
112-30-1;2453,2
199171-88-5;1382,1
709-98-8;1384,2
36734-19-7;2453,2
40487-42-1;2445,2
68157-60-8;17,2
108-46-3;2452,2
433212-21-6;2453,2
22224-92-6;13,2
333-41-5;32,2
95-65-8;1380,2
288104-79-0;39,2
1610-18-0;1624,2
510-15-6;1507,1
80-08-0;1382,2
754-91-6;2446,2
135080-03-4;2444,1
924-16-3;23,2
27955-94-8;2442,1
67-30-1;1690,2
58-55-9;1687,2
7487-94-7;1691,1
58394-64-2;35,2
2451-62-9;30,2
101200-48-0;1632,1
950-37-8;1644,2
5392-40-5;1385,2
100-01-6;1372,2
6789-88-4;1856,2
23135-22-0;1627,2
27090-63-7;1855,2
85507-79-5;2452,2
1702-17-6;21,2
NOCAS_48516;2451,2
95-80-7;1373,2
129299-90-7;26,2
34256-82-1;1618,2
82657-04-3;7,2
111-62-6;2,2
97322-87-7;2,2
49562-28-9;37,2
501027-49-2;1858,2
98-06-6;1376,1
51-79-6;23,2
10161-33-8;36,2
111-15-9;24,2
95-54-5;1385,2
15299-99-7;6,2
91-53-2;24,2
65-85-0;1375,2
834-12-8;1615,1
629-62-9;30,2
24168-70-5;2,2
161050-58-4;1646,2
1166-52-5;1855,2
56-81-5;29,2
118134-30-8;12,2
77501-63-4;2301,2
10030-73-6;1852,1
64-19-7;1377,2
129298-91-5;36,2
124-07-2;1383,2
104098-48-8;37,2
824-78-2;1385,2
79902-63-9;2307,2
2303-17-5;35,2
139340-56-0;1386,2
80-15-9;1375,2
51-52-5;26,2
36653-82-4;31,2
50594-66-6;1384,2
95-65-8;2452,2
67747-09-5;1614,2
24602-86-6;28,2
161326-34-7;38,2
101-05-3;1656,2
98-07-7;2442,2
126-73-8;1388,2
43222-48-6;1648,2
28434-00-6;1658,1
314-40-9;1647,1
107133-36-8;2452,2
31218-83-4;1657,2
71751-41-2;18,1
862243-29-6;25,2
91-59-8;1848,1
2835-95-2;1824,1
53-70-3;1850,1
102-60-3;24,2
10265-92-6;1627,2
104206-82-8;1680,2
87674-68-8;1617,1
88-73-3;2451,2
120-65-0;1855,2
115-29-7;1797,2
34256-82-1;3,2
107-21-1;1379,2
10265-92-6;23,2
79098-20-7;1855,2
1143-38-0;28,2
78-48-8;1634,2
NOCAS_48509;36,2
96-45-7;34,2
88671-89-0;2,2
3033-62-3;2451,2
144651-06-9;7,2
135158-54-2;18,2
83-67-0;1385,2
25606-41-1;1650,2
88-58-4;1856,2
2144-53-8;1385,2
188425-85-6;1686,2
76-44-8;1380,2
51-30-9;1857,2
131-17-9;39,2
107071-66-9;1382,2
139-40-2;1629,2
101-86-0;1384,2
95-49-8;1388,2
23031-36-9;1628,2
107-88-0;34,2
532-27-4;1382,2
124495-18-7;1372,2
26628-22-8;36,2
56-72-4;1611,2
112-42-5;1380,2
556-61-6;1635,2
7696-12-0;7,2
36673-16-2;1384,2
161326-34-7;1381,2
82097-50-5;1634,2
31218-83-4;1615,1
124495-18-7;2,2
101-20-2;37,2
50-22-6;1374,2
81335-77-5;1633,2
85-41-6;1852,2
82560-54-1;2452,2
103-24-2;2453,2
1478-61-1;1510,1
55283-68-6;1855,2
NOCAS_47379;28,2
1596-84-5;1856,2
53-03-2;1377,2
NOCAS_47292;1381,2
29232-93-7;1508,1
25606-41-1;1387,2
76-44-8;1507,1
99-87-6;1378,2
126-00-1;1850,2
141112-29-0;15,2
55512-33-9;1848,1
98967-40-9;1377,2
98-29-3;2452,2
NOCAS_44337;31,2
101-21-3;1649,1
104-51-8;1385,2
2687-25-4;30,2
36653-82-4;2,2
76-03-9;27,2
101-21-3;1689,2
91465-08-6;1852,1
106-27-4;27,2
2687-25-4;2,2
7773-06-0;1855,2
NOCAS_48522;1375,2
627-18-9;1383,2
105512-06-9;1654,2
765-12-8;2,2
120-47-8;1377,2
2008-41-5;1687,2
103361-09-7;1615,2
134-62-3;1623,2
51-17-2;2452,2
122-14-5;20,2
950-37-8;1658,2
68359-37-5;1857,1
6153-64-6;1688,2
2310-17-0;12,2
77-40-7;33,2
89-87-2;1850,2
2155-70-6;1686,2
NOCAS_47333;26,2
1929-82-4;1797,2
298-04-4;1624,2
101-86-0;1797,2
84-66-2;25,2
126-86-3;36,2
220860-50-4;1373,2
126833-17-8;1620,2
62924-70-3;1650,2
NOCAS_44337;1627,2
103-11-7;1856,2
99-30-9;24,2
122-78-1;1857,2
117-81-7;17,2
72-43-5;7,2
460081-99-6;35,2
83055-99-6;24,2
10453-86-8;29,2
6317-18-6;32,2
NOCAS_47342;1386,2
NOCAS_48516;1381,2
119168-77-3;4,2
25606-41-1;1622,2
13254-34-7;2,2
92-87-5;34,2
532-32-1;34,2
29836-26-8;1852,2
614-45-9;1384,2
124378-77-4;31,2
26530-20-1;1691,1
143-50-0;1856,1
2783-94-0;34,2
1836-75-5;1374,2
106-87-6;24,2
1912-24-9;1856,1
4376-18-5;1688,2
60207-90-1;1611,2
69377-81-7;1378,2
98-95-3;1373,2
100-00-5;1384,2
118-71-8;1386,2
33629-47-9;1640,2
5598-13-0;1630,2
96-18-4;31,2
79622-59-6;1374,2
111-62-6;1855,2
120116-88-3;40,2
754-91-6;30,2
2687-25-4;1387,2
83-79-4;21,2
84371-65-3;26,2
124378-77-4;35,2
95-49-8;37,2
NOCAS_47291;1385,2
119446-68-3;1630,2
63612-50-0;40,2
95-94-3;1383,2
68359-37-5;39,2
1582-09-8;1624,2
116-25-6;1379,2
51707-55-2;21,2
65-45-2;1857,2
101200-48-0;23,2
81777-89-1;1628,2
124-19-6;1850,2
101-54-2;1857,1
2008-41-5;1616,2
60-35-5;33,2
25265-71-8;1691,2
90-94-8;1508,1
2605-79-0;1385,2
66332-96-5;34,2
1191914-21-2;34,2
68694-11-1;1642,2
215297-27-1;1389,2
1321-74-0;1856,1
19666-30-9;1376,2
84371-65-3;1389,1
122836-35-5;12,2
828-00-2;30,2
102121-60-8;2453,2
54965-24-1;2450,1
77-78-1;40,2
120-61-6;1387,1
123312-89-0;1691,2
51-03-6;1617,1
72490-01-8;1628,2
57-10-3;1850,2
77-09-8;1858,2
81334-34-1;25,2
3691-35-8;2,2
96489-71-3;36,2
61-73-4;2452,2
10081-67-1;1856,1
65-30-5;1852,2
114-26-1;1623,2
121-14-2;1858,1
128-37-0;1857,1
131-11-3;1386,2
153719-23-4;1628,2
68359-37-5;1375,2
28434-00-6;1386,2
98-86-2;37,2
1401-55-4;1380,2
106-22-9;1378,2
3033-77-0;1374,2
51-30-9;2451,2
121-69-7;23,2
81406-37-3;25,2
31218-83-4;1377,2
82657-04-3;1380,2
813-78-5;2452,2
159138-81-5;1856,2
96-18-4;29,2
153719-23-4;32,2
486-56-6;1686,2
637-07-0;1374,1
NOCAS_48509;23,2
128639-02-1;23,2
215297-27-1;23,2
114369-43-6;20,2
111-76-2;23,2
88-58-4;1382,2
34590-94-8;31,2
2212-67-1;17,2
2360-22-7;1848,2
2144-53-8;28,2
1702-17-6;1626,2
13463-41-7;1509,1
131-17-9;1372,1
68-26-8;27,2
120-36-5;29,2
31218-83-4;27,2
7758-19-2;2453,2
76578-14-8;1629,2
2425-06-1;1852,1
298198-52-4;1382,2
123-25-1;2451,2
36734-19-7;1377,2
131341-86-1;1653,2
90357-06-5;2451,2
77-90-7;1376,2
105-67-9;1378,2
59-87-0;25,1
77-93-0;2451,2
2554-06-5;1852,1
842-07-9;33,2
16752-77-5;8,2
6381-77-7;31,2
175013-18-0;1652,2
314-40-9;5,2
149877-41-8;22,2
91-59-8;1373,1
101-20-2;2452,2
131-70-4;23,2
188425-85-6;11,2
21725-46-2;15,2
520-36-5;2,1
104098-48-8;1376,2
2593-15-9;28,2
120-32-1;2443,2
83-79-4;35,2
NOCAS_48518;1379,2
102-06-7;1688,2
23593-75-1;1375,2
10016-20-3;27,2
263553-33-9;1386,2
114311-32-9;1691,2
107-98-2;31,2
147150-35-4;1852,1
90-43-7;36,2
1007-28-9;1856,2
2303-17-5;1688,2
1007-28-9;1634,2
26172-55-4;2453,2
67-68-5;2453,2
2528-16-7;1372,2
36673-16-2;2452,2
36734-19-7;29,2
119515-38-7;22,2
87820-88-0;1687,2
NOCAS_47305;1848,2
111-82-0;29,2
16484-77-8;1852,1
53112-28-0;1611,2
8000-34-8;2,2
71751-41-2;1645,1
66215-27-8;1622,2
3388-04-3;2,2
1191914-21-2;1387,2
120-36-5;38,2
33629-47-9;1372,2
NOCAS_48166;1688,2
86-50-0;1848,2
79-14-1;1856,2
131983-72-7;13,2
50471-44-8;1650,2
NOCAS_48514;24,2
60168-88-9;33,2
91-53-2;1691,2
126-86-3;1797,2
113-48-4;1634,2
709-98-8;1855,2
851916-42-2;36,2
134605-64-4;3,2
34014-18-1;16,2
263553-33-9;1852,2
NOCAS_47248;2451,2
62-75-9;1850,2
6055-19-2;1380,2
34014-18-1;1375,2
84-69-5;38,1
54593-83-8;1635,2
79-16-3;34,2
51-03-6;1632,1
106-49-0;1510,2
122-14-5;1621,2
123-96-6;2,1
361343-19-3;2452,1
97780-06-8;1650,2
20325-40-0;1374,1
3268-49-3;1857,2
77-90-7;1857,2
52-68-6;37,2
426-13-1;2451,2
49562-28-9;1373,2
2360-22-7;1508,1
122-99-6;1637,2
108-59-8;1507,2
117718-60-2;1613,2
1702-17-6;1637,2
133-06-2;19,2
180084-01-9;1691,1
144651-06-9;1649,2
177785-47-6;1378,2
962-58-3;1617,1
5902-51-2;1388,2
5234-68-4;40,2
112-34-5;1852,2
1461-22-9;40,1
112-35-6;1856,2
842-07-9;1855,2
1498-51-7;1852,1
2216-51-5;2453,2
78-48-8;1618,2
137-30-4;1377,1
115-77-5;1850,2
2593-15-9;1620,2
112-27-6;27,2
101-80-4;1686,2
583-78-8;2453,2
149979-41-9;1507,1
87820-88-0;1639,2
64-86-8;29,2
116714-46-6;1617,2
584-79-2;1654,2
5989-54-8;2452,2
51338-27-3;1624,2
68515-49-1;1375,2
2104-64-5;39,2
121-75-5;1510,1
98-92-0;1856,2
1689-84-5;1389,2
15299-99-7;21,2
103-23-1;1375,2
334-48-5;1389,2
50-65-7;28,1
87818-31-3;23,2
131860-33-8;1690,2
122836-35-5;1613,2
111-30-8;1382,2
56-53-1;1689,2
55566-30-8;1852,2
35554-44-0;1658,1
96182-53-5;1621,2
94-75-7;1855,2
90-94-8;1855,1
588941-45-1;36,2
21087-64-9;40,2
NOCAS_47291;1509,2
25498-49-1;1383,2
25498-49-1;35,2
10453-86-8;1378,2
334-48-5;1507,1
112-12-9;1855,2
49562-28-9;1797,2
122-39-4;17,2
21564-17-0;1680,2
289716-94-5;1857,1
335-67-1;1642,2
7659-86-1;1856,2
142459-58-3;1384,2
1897-45-6;15,2
366-70-1;2,1
712-50-5;24,2
556-52-5;1373,2
83-79-4;2453,2
131983-72-7;1613,2
156052-68-5;1380,2
53-03-2;35,2
1582-09-8;37,2
52-51-7;1797,2
19666-30-9;1621,2
1912-24-9;1632,1
120116-88-3;1658,2
155569-91-8;1374,2
111-76-2;1387,2
115-32-2;17,2
71751-41-2;9,1
173159-57-4;29,2
10265-92-6;25,2
138261-41-3;24,2
88671-89-0;23,2
114-26-1;1614,2
153719-23-4;1632,2
22781-23-3;1856,1
207736-05-8;1385,2
88671-89-0;1614,2
50-55-5;1387,2
84-69-5;1382,1
101-86-0;34,2
52-68-6;1612,2
13547-70-1;2451,2
23779-32-0;28,2
108-21-4;2451,2
150-68-5;1686,2
5598-15-2;37,2
133-90-4;1381,2
22781-23-3;1374,2
33629-47-9;1636,1
207736-05-8;33,2
108-67-8;1381,2
1401-55-4;1381,2
111-96-6;1688,2
21725-46-2;1690,2
122008-85-9;1630,2
51707-55-2;2,2
121552-61-2;1625,2
353280-07-6;1855,1
141-66-2;6,2
122-14-5;1645,2
27178-16-1;30,2
126-11-4;1389,2
120-46-7;1850,2
54-11-5;35,2
1134-23-2;1389,2
4376-18-5;1638,2
126-86-3;38,2
34256-82-1;1613,2
114-26-1;34,2
300-76-5;1621,2
41372-08-1;32,2
100-37-8;1377,2
1861-40-1;1619,2
515-03-7;2,2
84087-01-4;9,2
144651-06-9;1616,2
1806-26-4;31,1
470-82-6;1857,2
94-26-8;1372,1
122-62-3;1373,2
155990-20-8;1680,2
75-99-0;36,2
77-40-7;1372,1
173584-44-6;1655,2
78587-05-0;1644,2
153233-91-1;1387,2
108-83-8;2,2
205-99-2;1375,2
52315-07-8;1680,2
576-26-1;2451,2
33704-61-9;1852,2
88-85-7;35,2
60207-90-1;1382,2
77-71-4;1857,2
97886-45-8;15,2
60-54-8;1852,2
166412-78-8;1384,2
123-01-3;1858,2
744-45-6;1687,2
143-22-6;2453,2
77-40-7;2451,2
588941-45-1;1857,1
298-00-0;1643,2
145-39-1;2,2
119168-77-3;2451,2
NOCAS_47292;1852,2
2425-06-1;1383,2
55290-64-7;27,2
584-79-2;1651,2
113776-20-8;21,2
77-90-7;25,1
111-42-2;1856,2
124-05-0;1852,1
29232-93-7;15,2
97-99-4;1856,2
221246-12-4;1373,2
741-58-2;1384,2
5153-25-3;2,1
113-48-4;9,2
333-41-5;26,2
79983-71-4;27,2
2687-96-9;31,2
6624-73-3;26,2
6734-80-1;1648,1
112-49-2;1850,1
67-30-1;33,2
162706-14-1;1381,2
135410-20-7;22,2
6153-64-6;35,2
NOCAS_47325;23,2
69377-81-7;1653,2
57-41-0;1375,2
625-55-8;1850,2
146011-65-6;33,2
108-95-2;28,2
1912-24-9;1621,2
1007-28-9;1627,2
6153-64-6;1797,2
129453-61-8;1376,2
2491-38-5;1855,2
151-21-3;38,2
102-71-6;30,2
288-88-0;1386,2
76738-62-0;1655,2
5598-13-0;1797,2
111-77-3;1376,2
33629-47-9;8,2
76578-14-8;1618,2
271-89-6;31,2
23135-22-0;1380,2
169590-42-5;38,1
122836-35-5;1634,2
66-25-1;2452,2
1134-23-2;1384,2
208465-21-8;1616,2
94361-06-5;1383,1
2440-22-4;2452,2
106-24-1;24,2
NOCAS_44337;30,2
29091-21-2;40,2
81777-89-1;14,2
119515-38-7;17,2
4904-61-4;28,2
55283-68-6;19,2
1582-09-8;1629,2
87-62-7;1376,2
67-30-1;1797,1
3296-90-0;1382,2
32809-16-8;1382,2
108612-45-9;2452,2
199119-58-9;1618,2
141517-21-7;1637,2
2155-70-6;1857,1
6422-86-2;36,2
65-23-6;36,2
1461-22-9;1507,1
119515-38-7;1614,2
1156-19-0;1385,2
113-48-4;1641,2
439687-69-1;26,2
330-54-1;36,2
153719-23-4;16,2
149979-41-9;1797,2
96-24-2;2,2
55406-53-6;1379,2
6153-64-6;1379,2
1196-01-6;2,2
139-40-2;31,1
110-94-1;2451,2
110-05-4;1381,2
79-39-0;1380,2
96182-53-5;34,2
15972-60-8;1622,2
81335-37-7;1388,2
26530-20-1;30,2
1062243-51-9;1689,1
15972-60-8;7,2
23103-98-2;1624,2
5598-15-2;31,2
12427-38-2;1644,2
330-54-1;1855,2
3296-90-0;2452,2
532-27-4;1857,1
439687-69-1;1687,2
81334-34-1;1649,1
2312-35-8;24,2
52315-07-8;14,2
69806-50-4;29,2
54-62-6;1388,2
184653-84-7;1855,2
NOCAS_47291;1508,1
1702-17-6;1375,2
289716-94-5;31,1
7173-51-5;1387,2
120-61-6;1680,2
29232-93-7;29,2
206-44-0;1381,2
825643-57-0;32,2
82-68-8;3,2
5234-68-4;6,2
2550-40-5;2,2
541-73-1;1374,2
62-73-7;20,2
80-46-6;36,2
77-83-8;2,2
75-12-7;1380,2
55335-06-3;1627,2
135158-54-2;1625,2
2243-62-1;1376,2
21564-17-0;28,1
25956-17-6;1508,1
98-07-7;1389,2
60-51-5;1852,2
100-97-0;1374,2
NOCAS_47333;1383,2
78473-71-9;1857,1
87-62-7;1385,2
142-62-1;1377,2
94-82-6;1626,2
23031-36-9;1379,2
140-56-7;1858,1
1300-72-7;1374,2
85532-75-8;1682,2
10043-35-3;19,2
2432-87-3;39,2
5907-38-0;1509,2
52-68-6;1387,2
97886-45-8;37,2
NOCAS_47342;1857,1
94361-06-5;1658,2
56-72-4;33,2
23135-22-0;1383,2
134-62-3;34,2
57-14-7;2,2
6385-62-2;1384,2
105-60-2;1377,2
85532-75-8;1797,1
109-43-3;27,2
420-04-2;1855,2
138261-41-3;1797,2
87674-68-8;1654,1
68694-11-1;1627,1
NOCAS_47381;33,2
7758-19-2;1375,2
113136-77-9;1855,1
6285-57-0;1852,1
76-87-9;2447,2
12427-38-2;1797,2
129-00-0;1824,2
111988-49-9;24,2
110-80-5;1386,2
6153-64-6;40,2
81406-37-3;1388,2
8000-34-8;35,2
60-54-8;1383,2
263553-33-9;1850,1
333-41-5;1858,1
79622-59-6;1389,2
90-04-0;27,2
4098-71-9;2451,2
80-15-9;1385,2
4376-18-5;1644,2
88671-89-0;25,2
84-74-2;1624,2
51-79-6;1855,2
131807-57-3;13,2
709-98-8;1619,2
13463-41-7;1857,1
117-39-5;1855,2
6734-80-1;1658,2
19044-88-3;1636,1
298-00-0;37,2
69327-76-0;14,2
5598-15-2;16,2
100-01-6;1797,2
150-68-5;1683,2
13963-57-0;2,2
66456-53-9;1385,2
445295-04-5;1856,2
1897-45-6;1639,2
3811-73-2;1680,2
1111-78-0;30,1
111-11-5;1377,2
72-20-8;1691,1
69377-81-7;1644,2
54965-24-1;1377,2
962-58-3;1375,2
112-49-2;1383,2
57837-19-1;2447,2
119-53-9;1856,2
1861-40-1;33,2
6893-02-3;1379,2
41198-08-7;1636,1
153719-23-4;1374,2
26040-51-7;1855,2
129298-91-5;33,2
26447-10-9;1857,2
133-06-2;30,2
NOCAS_47305;28,2
962-58-3;26,2
1861-40-1;1376,2
264618-44-2;2453,2
5598-13-0;1857,1
89-83-8;39,2
10043-35-3;2,2
97322-87-7;1797,2
111-87-5;1373,2
27323-41-7;1385,2
62-55-5;2451,2
50-14-6;1855,2
59756-60-4;1373,1
129630-19-9;1658,1
648917-13-9;1387,2
42509-80-8;37,2
122-14-5;10,2
55219-65-3;1372,2
851916-42-2;1389,2
101-21-3;1626,2
112-27-6;1857,1
91-59-8;1683,2
5315-79-7;1797,1
60-51-5;1510,1
102-01-2;2451,2
69806-50-4;1636,2
4180-23-8;1375,2
1763-23-1;2305,2
127-07-1;1380,2
33228-44-3;1382,2
148-24-3;23,1
200940-23-4;1375,2
81-14-1;1852,2
1843-05-6;1857,1
4707-47-5;1855,1
24602-86-6;30,2
83055-99-6;1630,2
58-14-0;1687,1
28434-00-6;1654,2
25606-41-1;1653,2
196808-45-4;36,2
122-66-7;1372,2
68-22-4;1383,2
69-93-2;2451,2
131-70-4;1507,2
81131-70-6;1680,2
112-49-2;1690,2
56-81-5;1852,2
1763-23-1;12,2
2303-17-5;1641,2
138-22-7;1856,2
120-82-1;1385,2
77501-63-4;24,2
NOCAS_47305;1378,2
81406-37-3;10,2
66456-53-9;26,2
532-32-1;32,2
599-64-4;1855,2
95-83-0;1382,2
509-34-2;1852,1
137-26-8;1688,2
156-60-5;1852,2
533-74-4;1654,2
97-54-1;40,2
59-50-7;1380,2
2155-70-6;2450,1
127-07-1;1691,1
109-86-4;9,2
41198-08-7;39,2
95-48-7;1381,2
2043-57-4;1797,2
1120-71-4;24,2
2675-77-6;1649,1
732-11-6;31,2
962-58-3;24,2
117718-60-2;1386,2
111-44-4;24,2
10016-20-3;1857,2
82558-50-7;6,2
473289-62-2;1373,2
330-54-1;1373,2
96-45-7;1650,2
137-26-8;35,2
764-99-8;2,2
534-52-1;24,2
553-26-4;1373,2
35575-96-3;1627,2
33089-61-1;13,2
4196-89-8;2,2
145-73-3;39,2
709-98-8;1653,2
67747-09-5;6,2
361377-29-9;1797,1
98967-40-9;1622,2
1119-40-0;1857,2
139-96-8;1508,1
107-88-0;2452,2
83-79-4;1646,2
96-18-4;1850,2
741-58-2;1373,2
135158-54-2;1616,1
79622-59-6;1622,2
112281-77-3;6,2
137-26-8;1635,2
100-88-9;1852,1
56-04-2;1374,2
94-82-6;1612,2
66-81-9;35,2
106-44-5;29,2
7789-41-5;1852,2
16672-87-0;1631,2
97-54-1;1382,2
98-95-3;1376,2
82558-50-7;37,2
137-26-8;1385,2
57-85-2;2450,2
760-23-6;1855,2
55335-06-3;32,2
123-33-1;1618,2
77-71-4;2452,2
584-13-4;2451,2
NOCAS_34742;8,2
119-61-9;1850,2
95-57-8;2,2
52-68-6;29,2
132-32-1;1852,2
96-70-8;1509,1
57754-85-5;1627,2
219714-96-2;16,2
68157-60-8;18,2
55335-06-3;1617,2
50-70-4;1855,2
99-54-7;1855,2
544-76-3;34,2
1763-23-1;1640,2
106-44-5;1852,2
62-73-7;1373,2
100-37-8;1857,2
709-98-8;1656,2
99-97-8;1824,1
23184-66-9;1613,2
69377-81-7;20,2
29091-21-2;1625,2
141-04-8;34,2
136-45-8;1635,2
4344-55-2;1857,2
142-04-1;2,2
100-00-5;2451,2
68392-35-8;2302,1
112-31-2;1850,2
55719-85-2;1852,1
59756-60-4;29,2
139968-49-3;2453,2
838-88-0;2445,2
89-83-8;1388,2
188425-85-6;1630,2
141517-21-7;1649,2
205-99-2;1376,2
825643-57-0;1386,2
97-23-4;2453,2
64902-72-3;13,2
115-29-7;1611,2
16672-87-0;1623,2
91-22-5;1380,2
842-07-9;1388,2
112-00-5;1687,1
584-84-9;1385,2
41198-08-7;1388,2
2312-35-8;1373,2
105-60-2;30,2
133-07-3;1640,2
95-83-0;35,2
298-04-4;1375,2
95-57-8;1510,2
208-96-8;1374,2
120068-37-3;1382,2
23184-66-9;15,2
16672-87-0;1508,1
41372-08-1;1388,2
82558-50-7;1374,2
59-87-0;1857,2
55406-53-6;1623,2
84-66-2;27,2
66230-04-4;1681,2
101-20-2;1510,1
138261-41-3;1643,2
205-99-2;1850,1
101-77-9;27,2
77-40-7;1373,1
119-90-4;36,2
2921-88-2;1380,2
101200-48-0;1648,1
69806-50-4;9,2
121-91-5;2,2
76578-14-8;2,2
156-43-4;1857,2
194098-25-4;1689,2
100784-20-1;15,2
72178-02-0;2303,2
261947-38-0;26,2
2550-40-5;1378,2
63612-50-0;2300,2
109-86-4;1628,2
81131-70-6;1375,2
NOCAS_47342;1858,1
444610-91-7;1372,2
208465-21-8;24,2
298-02-2;1374,2
42509-80-8;1654,2
8001-54-5;1852,1
105512-06-9;33,2
2144-53-8;35,2
74051-80-2;1653,2
754-91-6;1384,2
17372-87-1;2451,2
117-81-7;1376,2
84371-65-3;1381,2
59-87-0;2444,2
1061517-62-1;1386,2
131-11-3;4,2
123122-55-4;1380,2
88-72-2;27,2
123-33-1;2,2
2212-67-1;1658,2
51200-87-4;2452,2
84852-15-3;39,2
96-76-4;1848,2
119515-38-7;31,2
121-75-5;1509,1
2303-17-5;2452,2
105512-06-9;1623,2
2303-17-5;1645,2
6923-22-4;1852,2
15299-99-7;2,2
57966-95-7;23,2
120-12-7;1856,1
76738-62-0;39,2
8000-34-8;1848,2
7173-51-5;1691,1
27955-94-8;24,2
6711-48-4;2452,2
123-33-1;2452,2
55566-30-8;2,2
828-00-2;1384,2
56070-16-7;1508,1
28434-00-6;1850,1
557-34-6;2452,2
69-74-9;25,1
99-99-0;28,2
91465-08-6;2,2
924-16-3;2453,2
75-99-0;34,2
95-95-4;34,1
123-35-3;25,2
59669-26-0;1857,1
87-86-5;30,2
52315-07-8;29,2
78587-05-0;21,2
2634-33-5;27,1
136042-19-8;39,2
